Pitcher_ID,Throwing_Hand,Throw_Cutter,Throw_Sinker,Count_Pitches,Max_Velocity,Max_Break,Diff_Velocity,Diff_Spin,Sim,Strikeout_Rate
721,Left,No,No,4,95.59,9.312,10.33,1311.19,0.97048475,5.87
722,Right,No,No,4,93.817,8.393,9.893,1522.2,0.63351486,9.28
723,Right,No,No,3,90.497,12.477,14.57,1138.9,0.68840032,8.95
724,Right,No,No,5,90.716,12.749,14.937,1197.52,0.1007215,7.58
725,Right,No,No,5,90.755,12.911,15.622,1080.42,0.9034475,7.29
726,Left,No,No,3,94.821,9.125,10.068,1199.8,0.60424281,8.92
727,Left,No,No,4,90.631,13.834,16.461,591.956,0.31645628,8.86
728,Left,No,No,4,95.038,12.526,15.666,969.354,0.8246872,5.41
729,Right,No,No,4,93.581,12.781,16.675,1268.66,0.30639028,8.46
730,Right,Yes,No,4,91.862,10.457,12.651,1444.42,0.96611027,8.05
731,Right,Yes,Yes,3,90.501,13.901,15.392,1042.1,0.45893346,9.75
732,Right,No,Yes,4,89.189,9.183,6.819,1306.24,0.94912456,6.85
733,Right,No,No,3,94.521,12.94,15.998,1295.15,0.72098247,12
734,Right,No,Yes,3,92.376,10.937,11.411,1123.11,0.39713293,5.27
735,Right,No,No,4,92.662,10.272,11.051,1525.7,0.18546064,5.66
736,Right,Yes,No,3,93.177,10.373,10.43,839.907,0.1502804,8.91
737,Left,No,No,5,92.826,10.862,11.973,1218.29,0.70978499,7.79
738,Right,No,No,3,94.064,9.114,10.867,1659.36,0.94032702,7.6
739,Right,Yes,Yes,2,92.074,11.608,12.689,1269.91,0.96617019,10.75
740,Left,No,No,5,91.959,10.65,10.903,1088.53,0.78886582,8.59
741,Right,No,No,3,93.089,8.686,7.618,1345.81,0.44221045,8.34
742,Left,No,No,3,90.483,12.689,14.045,887.556,0.32158351,9.99
743,Right,Yes,Yes,3,93.863,7.837,8.496,1703.37,0.26488789,9.25
744,Right,No,No,4,90.835,12.591,13.553,1100.16,0.7856228,7.28
745,Right,No,No,6,90.284,13.932,17.509,1050.5,0.45531724,7.73
746,Left,No,No,3,93.554,8.882,9.601,959.409,0.88912716,9.89
747,Left,No,No,3,95.84,11.731,15.926,704.851,0.14394733,10.45
748,Right,No,No,3,93.961,9.386,10.988,1568.02,0.49909947,11.06
749,Right,Yes,Yes,4,92.921,11.017,14.435,1398.69,0.8917681,7.58
750,Left,No,No,5,94.508,13.348,18.424,1082.65,0.4448983,9
751,Right,No,No,4,94.762,10.998,14.199,1411.59,0.13315171,9.06
752,Right,No,No,4,92.299,10.296,11.207,1176.72,0.72220785,9.55
753,Left,No,No,3,91.509,10.426,11.488,1324.47,0.34192577,7.61
754,Left,No,No,5,90.511,11.078,12.027,794.038,0.09490298,4.85
755,Right,Yes,Yes,2,95.165,6.159,4.069,1585.69,0.07136095,10.12
756,Right,Yes,Yes,2,94.282,12.593,13.999,835.068,0.23804408,9.51
757,Right,Yes,Yes,2,89.939,12.255,14.777,1032.98,0.93056208,8
758,Right,No,No,4,96.281,9.4,10.721,1417.3,0.89217825,9.36
759,Left,No,No,3,92.727,8.401,7.342,1124.44,0.96010346,7.89
760,Right,Yes,No,2,92.891,11.344,13.941,1063.58,0.72717887,11.85
761,Left,No,No,5,96.665,10.821,13.741,1316.79,0.44692793,7.17
762,Right,Yes,Yes,3,91.124,11.942,12.522,994.503,0.3514712,8.87
763,Right,No,No,3,92.993,9.406,7.685,1580.77,0.99358687,8.88
764,Right,No,No,4,93.354,10.706,11.35,1123.64,0.81228876,7.61
765,Right,No,No,5,89.486,12.916,13.061,1197.72,0.6023743,9.15
766,Right,No,No,4,97.564,9.689,13.216,1389.94,0.80086268,8.51
767,Right,No,No,4,91.686,9.236,10.356,1607.45,0.17074019,7.08
768,Right,No,No,4,90.167,11.412,13.339,1542.15,0.47112838,8.2
769,Right,No,No,4,88.451,11.848,11.256,1114.76,0.91090746,7.97
770,Left,No,No,5,92.723,12.232,14.587,1406.09,0.23979542,7.71
771,Right,No,No,4,91.711,11.561,12.043,999.248,0.57391024,6.62
772,Right,No,Yes,3,92.196,11.833,12.683,884.647,0.57191964,8.53
773,Left,No,No,4,90.452,11.849,11.559,1160.43,0.11671552,8.5
774,Right,No,No,4,94.644,10.924,12.191,718.638,0.45729583,7.27
775,Right,No,No,3,92.421,9.096,8.692,1177.29,0.60311644,9.29
776,Left,No,No,4,91.385,12.946,13.878,507.53,0.44946725,8.45
777,Left,No,No,5,93.267,12.226,14.252,1063.45,0.88854116,9.26
778,Right,No,No,5,88.217,14.401,15.939,894.588,0.56797819,4.59
779,Right,No,No,4,89.348,11.99,14.167,1175.8,0.39701247,7.23
780,Left,No,No,5,92.144,12.061,15.035,1509.66,0.05369681,7.5
781,Left,No,No,5,88.983,11.982,11.778,993.118,0.51939393,4.12
782,Right,No,No,4,94.429,9.597,10.9,1337.31,0.98394093,9.72
783,Left,No,No,5,95.324,13.762,17.369,972.596,0.64617892,7.5
784,Right,No,No,4,88.345,12.087,11.782,618.667,0.76178017,7.12
785,Right,No,No,3,90.989,10.231,9.07,868.911,0.59108192,7.72
786,Right,No,No,3,95.236,9.759,14.365,1520.18,0.03449688,11.03
787,Left,No,No,2,96.633,8.594,11.186,1147.35,0.57465188,9.78
788,Left,No,No,5,95.028,11.115,13.495,465.233,0.37013182,8.83
789,Left,No,No,5,91.474,11.365,12.524,933.573,0.66446143,7.1
790,Right,No,No,4,90.767,9.454,8.29,895.412,0.53936574,8.07
791,Left,No,No,3,91.289,9.543,7.858,1311.08,0.04573119,7.56
792,Right,No,No,4,92.484,9.694,10.111,1481.17,0.24308733,7.28
793,Right,No,No,4,89.17,12.441,14.947,954.628,0.34851239,7.99
794,Right,No,No,4,93.96,9.303,14.227,1557.77,0.6028459,7.99
795,Right,No,No,4,93.833,11.23,14.108,1417.82,0.05735776,7.46
796,Left,No,No,4,92.999,10.057,12.208,1621.14,0.15262578,8.97
797,Right,No,No,2,93.995,8.805,8.759,1300.45,0.93018901,9.74
798,Right,No,No,3,94.329,10.833,10.978,1439.6,0.37241027,10.78
799,Right,No,No,3,96.068,8.788,8.894,1265.23,0.15278547,9.46
800,Right,No,No,3,92.52,11.432,13.042,1127.9,0.55025283,8.29
801,Right,No,No,3,89.1,11.38,9.754,769.844,0.64358639,8.63
802,Right,No,No,4,91.242,10.528,10.372,1202.7,0.42038219,8.37
803,Left,No,No,2,96.703,12.027,15.471,840.925,0.14457349,10.32
804,Right,Yes,Yes,2,95.561,8.12,12.102,1270.38,0.43737923,10.3
805,Left,No,No,4,95.154,11.117,14.866,1290.12,0.11119284,7.81
806,Right,Yes,No,4,92.636,12.661,17.472,958.769,0.48133077,8.22
807,Left,No,No,6,88.978,10.999,8.508,1160.52,0.38967282,5.32
808,Right,No,No,5,92.947,12.876,16.872,1118.88,0.77341613,8.6
809,Right,Yes,Yes,2,90.707,13.602,14.222,1212.13,0.78916072,6.38
810,Right,Yes,Yes,2,97.02,10.222,12.595,1232.89,0.71275414,11.74
811,Right,No,No,4,92.501,11.015,11.39,1100.89,0.90494804,9.68
812,Right,No,No,2,94.516,12.122,13.662,1161.77,0.0552539,11.06
813,Right,No,No,3,93.044,11.236,13.376,1463.23,0.51795009,8.6
814,Left,No,No,3,92.676,10.166,10.418,1764.45,0.25265328,9.6
815,Left,No,No,4,97.57,8.195,11.038,1538.75,0.21826472,8.58
816,Right,Yes,Yes,2,92.792,10.068,8.948,1010.7,0.74156095,9.45
817,Right,No,No,2,96.14,12.799,17.112,1093.77,0.7440464,9.99
818,Right,No,No,4,91.151,10.453,10.92,1248.97,0.16149372,7.1
819,Right,No,No,3,90.656,11.198,14.813,1353.89,0.68374064,8.33
820,Right,No,No,4,93.195,9.794,11.587,1286.09,0.52734726,6.17
821,Left,No,No,3,93.088,14.69,15.64,1045.93,0.65749352,10.04
822,Right,No,No,4,92.911,12.309,15.64,1411.21,0.2574824,9.08
823,Right,No,No,3,89.223,11.558,13.219,1168.04,0.9584297,8.83
824,Right,No,No,3,91.593,11.687,13.477,1099.2,0.53257311,7.3
825,Right,No,No,3,92.221,12.788,14.023,1183.23,0.62109863,7.79
826,Right,Yes,Yes,2,93.471,12,13.368,1230.29,0.71481041,12.14
827,Right,Yes,Yes,2,92.361,10.397,13.438,1988.01,0.98467649,12.08
828,Right,No,No,4,90.297,11.761,14.03,1365.33,0.19753899,9.35
829,Right,No,No,4,92.429,12.966,14.597,1067.91,0.82172797,11.1
830,Left,No,No,5,92.094,13.058,15.115,1116.13,0.57319142,7.73
831,Right,No,No,4,92.654,11.565,10.396,813.98,0.22186144,8.56
832,Left,No,No,5,93.572,10.788,11.04,952.635,0.95410214,6.81
833,Right,No,No,3,89.502,12.611,12.785,725.6,0.18648492,7.99
834,Right,No,No,4,89.922,10.613,11.833,1052.49,0.85856057,5.35
835,Right,No,No,5,88.448,11.34,10.164,1186.71,0.09542707,4.52
836,Left,No,No,2,97.643,7.582,8.528,1414.75,0.98526579,8.13
837,Right,No,No,3,92.388,12.137,13.566,1050.56,0.53503766,8.69
838,Left,No,No,5,93.846,10.715,12.334,1309.37,0.53934613,7.69
839,Right,Yes,No,3,93.286,10.569,14.344,1141,0.13792353,8.42
840,Left,No,No,4,90.604,11.525,12.729,1458.65,0.92124439,4.91
841,Right,No,No,3,91.622,11.431,13.656,1354.56,0.35556337,7.89
842,Right,No,No,4,94.099,9.79,10.743,1818.33,0.75866681,6.88
843,Right,No,No,5,94.321,10.738,14.389,1506.43,0.64563905,6.32
844,Right,Yes,No,4,97.762,8.998,12,1591.44,0.11907027,9.15
845,Right,Yes,No,3,91.151,10.869,11.93,851.557,0.97419317,7.52
846,Right,Yes,Yes,2,91.873,9.499,11.715,1561.21,0.89914084,12.06
847,Right,No,No,2,96.988,7.815,8.905,1417.47,0.42528643,10.65
848,Left,No,No,5,89.736,10.264,8.428,1013.78,0.7947114,8.61
849,Right,No,No,5,93.809,13.081,13.967,639.653,0.6653786,8.43
850,Right,Yes,Yes,2,96.574,11.245,14.943,1302.56,0.57614769,11.08
851,Right,No,No,5,91.107,13.714,16.174,1146.39,0.4313582,8.97
852,Right,No,No,3,90.04,13.018,13.329,601.498,0.77244791,6.59
853,Right,No,No,4,93.662,9.279,11.23,1341.51,0.66321314,7.46
854,Right,No,No,6,91.191,13.863,13.391,629.591,0.10144502,5.19
855,Left,No,No,4,88.902,10.455,11.331,1009.02,0.58197145,8.77
856,Left,No,No,4,94.815,13.425,16.085,997.622,0.90230834,7.73
857,Right,Yes,No,4,91.589,10.63,11.517,1026.5,0.03561635,10.03
858,Right,No,No,5,93.616,10.91,14.514,1442.62,0.24319595,8.14
859,Right,No,No,3,91.758,11.469,13.699,1557.9,0.87212931,9.11
860,Left,No,No,4,93.76,11.055,12.612,1326.02,0.67352077,7.54
861,Right,No,No,3,89.853,11.871,11.632,1462.57,0.30917187,8.02
862,Right,No,No,3,94.835,11.35,16.66,1592.86,0.48879343,10.37
863,Right,No,No,5,92.831,12.368,14.193,1034.25,0.17989884,5.82
864,Right,No,Yes,2,92.322,11.289,9.552,912.014,0.86370194,8.25
865,Right,No,No,4,92.8,11.214,12.878,1269.9,0.86037893,8.31
866,Right,No,No,3,92.059,10.341,10.495,1366.02,0.02557999,8.22
867,Left,No,No,4,92.39,12.736,15.446,846.034,0.07495204,8.57
868,Right,No,No,2,94.387,9.864,12.029,1306.21,0.66737062,10
869,Right,No,No,5,91.498,12.394,15.536,1458.25,0.37177427,7.04
870,Right,No,No,3,95.075,10.201,12.227,1028.21,0.04983323,9.9
871,Right,No,No,4,96.215,11.547,15.66,974.482,0.06241785,10.28
872,Left,No,No,3,92.694,12.789,12.896,1229.93,0.16407521,9.64
873,Right,No,No,5,92.801,12.385,15.28,617.165,0.65918826,5.24
874,Right,No,No,3,93.316,9.401,11.825,1200.61,0.79773034,10.95
875,Right,Yes,No,3,95.177,8.854,12.225,1621.55,0.08480049,10.08
876,Right,No,No,2,95.41,8.371,9.01,1296.3,0.58456638,9.33
877,Right,No,No,3,92.891,10.497,9.893,1045.69,0.24150334,8.33
878,Left,No,No,4,95.647,10.204,10.946,1033,0.82466738,9.11
879,Left,No,No,3,95.424,9.916,12.378,1463.81,0.67777549,8.29
880,Right,No,No,4,94.689,12.78,14.371,997.582,0.86038338,7.81
881,Right,No,No,5,94.107,11.221,13.669,1651.89,0.33160623,6.33
882,Left,No,No,2,92.493,10.255,11.137,976.175,0.29217208,9
883,Right,No,No,3,93.219,9.572,10.453,1056.78,0.99006607,10.62
884,Right,Yes,No,2,94.727,9.087,10.78,1394.56,0.09225198,10.53
885,Left,No,No,3,93.13,11.132,11.919,1205.53,0.41392203,9.85
886,Right,No,No,4,88.637,11.872,12.308,1341.29,0.39125215,4.93
887,Right,No,No,4,89.8,10.284,10.77,1394.7,0.97139201,8.62
888,Left,No,No,3,92.688,13.897,15.417,514.31,0.34062211,9.54
889,Right,No,No,3,95.604,9.588,10.523,1404.86,0.49417651,8.61
890,Right,No,No,4,93.57,10.905,12.657,1591.56,0.75705058,9.54
891,Right,Yes,No,4,93.779,12.361,15.843,1354.6,0.69612254,9.53
892,Right,No,No,5,88.004,10.661,8.528,1536.7,0.9088178,6
893,Right,No,Yes,3,94.044,11.266,14.768,1602.27,0.6493723,10.84
894,Right,No,No,5,91.517,10.978,11.099,1293.96,0.73389753,6.89
895,Right,No,No,2,93.924,9.773,11.475,1303.31,0.607539,10.15
896,Left,No,No,4,91.602,11.69,11.709,1138.14,0.87004086,6.55
897,Right,Yes,Yes,2,94.863,9.965,11.251,906.535,0.65418021,8.45
898,Right,No,No,4,95.744,9.421,12.211,1253.61,0.38796066,7.66
899,Right,Yes,Yes,5,90.303,13.299,13.544,1167.69,0.15078956,5.76
900,Left,No,No,5,92.204,10.027,10.143,1373.97,0.36261583,7.41
901,Right,No,No,4,91.284,13.931,15.564,1260,0.111984,8.44
902,Right,No,No,3,95.152,10.139,12.287,1351.47,0.92491264,9.94
903,Right,No,No,3,93.064,11.299,11.543,902.205,0.80474394,10.62
904,Left,No,No,5,90.16,10.902,10.863,1190.46,0.89342075,8.54
905,Right,No,No,4,94.133,12.796,15.333,1048.23,0.06390074,7.98
906,Right,No,No,4,92.429,11.188,11.773,1474.96,0.11763733,7.49
907,Right,No,No,4,90.615,10.95,9.68,1480.63,0.40409774,8.7
908,Left,No,No,4,94.07,9.581,9.961,1273.83,0.66188618,9.54
909,Right,Yes,No,3,91.945,10.125,8.554,1436.13,0.04386179,9.14
910,Right,No,Yes,3,94.005,11.941,14.562,920.712,0.92102204,9.14
911,Right,No,No,2,92.678,8.741,8.21,1232.74,0.37194333,9
912,Left,No,No,5,93.241,10.758,12.219,938.549,0.20479568,7.68
913,Right,No,No,5,92.44,14.115,18.388,1308.52,0.44285647,6.47
914,Right,No,No,4,93.519,8.586,7.936,1216.55,0.37191814,5.03
915,Right,No,No,2,92.605,8.376,7.124,959.727,0.29688906,10.21
916,Right,No,No,4,93.903,11.783,13.557,1194.08,0.32216369,7.49
917,Right,No,No,3,91.312,11.747,11.517,1263.1,0.74572758,8.64
918,Left,No,No,4,90.606,10.385,10.586,864.363,0.37159929,7.92
919,Right,No,No,3,97.548,10.244,14.264,1432.88,0.10687405,9.31
920,Right,No,No,5,92.549,11.047,13.35,1539.82,0.53439948,9.48
921,Right,No,No,3,91.172,12.063,12.22,1047.49,0.58316543,7.09
922,Right,No,Yes,5,95.835,10.14,13.309,1822.55,0.47972745,9.26
923,Right,No,Yes,5,91.419,11.915,14.967,996.4,0.87254525,6.68
924,Right,No,Yes,4,94.984,11.638,12.745,917.481,0.73296256,7.88
925,Right,No,No,4,92.67,9.118,9.843,998.131,0.57040508,8.15
926,Left,No,No,6,91.176,10.176,13.073,1767.56,0.42259799,8.5
927,Right,No,No,3,95.42,12.518,16.272,773.996,0.44517166,6.84
928,Right,Yes,No,2,93.095,6.945,4.401,1227.17,0.68217589,10.59
929,Right,No,No,4,94.798,9.841,11.779,1160.96,0.72210312,9.11
930,Right,Yes,Yes,3,92.755,10.655,11.721,1457.29,0.18807885,10.45
931,Right,No,No,3,88.638,12.07,11.715,1511.04,0.42336582,6.56
932,Right,No,No,3,92.198,12.949,14.305,916.973,0.24468198,7.87
933,Right,No,No,2,90.4,10.018,10.287,1184.98,0.09288236,8.27
934,Right,No,Yes,4,93.121,13.054,16.19,1204.9,0.86157335,6.52
935,Left,No,No,3,92.026,11.872,14.008,971.897,0.61461743,9.25
936,Right,No,No,3,91.51,10.702,12.283,1195.02,0.49598866,7.55
937,Right,No,No,2,93.075,8.662,8.396,1104.6,0.23845746,11.63
938,Right,No,Yes,4,90.04,11.843,11.99,956.054,0.30457684,6.51
939,Right,Yes,No,2,90.505,9.773,10.197,1037.59,0.37526363,9.66
940,Right,Yes,No,3,92.193,9.954,9.356,1181.8,0.79326776,9.39
941,Left,No,No,5,91.735,11.566,10.205,1327.66,0.34443065,7.69
942,Right,No,No,3,95.405,12.842,15.493,1177.83,0.57293846,10.9
943,Right,No,No,3,91.927,8.055,7.478,1365.1,0.31003811,7.41
944,Right,No,Yes,4,92.056,11.736,12.208,1099.31,0.54017522,7.3
945,Right,No,No,4,92.241,11.878,14.615,724.399,0.60507371,8.11
946,Left,No,No,5,93.224,12.085,13.59,1130.03,0.7487954,7.11
947,Right,No,No,5,91.837,12.259,14.692,1175.88,0.40978918,6.57
948,Right,No,No,3,96.063,11.009,10.886,1376.43,0.28603618,9.93
949,Left,No,No,4,95.369,11.255,13.949,1573.63,0.56952966,7.91
950,Right,Yes,No,5,91.788,11.737,13.906,1469.79,0.55744235,6.67
951,Left,No,No,4,95.141,11.112,11.633,1093.53,0.58707014,6.82
952,Right,Yes,Yes,3,91.808,10.601,12.125,1367.8,0.00569155,7.5
953,Left,No,No,2,93.047,11.092,12.164,1266.86,0.56604259,9.21
954,Right,No,No,4,91.879,12.186,10.833,636.857,0.99763178,6.2
955,Left,No,No,3,90.932,11.926,14.069,1237.42,0.99042436,6.5
956,Right,No,No,4,94.638,11.127,14.339,1561.37,0.9846965,7.6
957,Right,Yes,Yes,2,91.583,10.557,10.381,894.758,0.48820901,7.87
958,Left,No,No,4,94.213,12.59,14.024,709.658,0.4615926,9.72
959,Right,No,No,3,90.189,10.895,10.603,1122.62,0.56953759,7.11
960,Right,No,Yes,5,89.6,12.588,14.368,993.898,0.82583424,8.01
961,Right,No,No,5,93.187,11.488,14.214,1434.6,0.49570045,10.23
962,Right,Yes,Yes,3,93.752,13.819,16.013,895.921,0.02059537,7.11
963,Right,Yes,Yes,4,92.544,9.531,10.111,1298.59,0.3436888,8.95
964,Right,No,No,4,92.924,11.193,13.363,1213.14,0.42826736,7.68
965,Right,Yes,Yes,3,93.368,12.33,13.069,1596.72,0.54627873,8.1
966,Right,Yes,No,3,92.018,11.093,13.627,1129.66,0.27139953,7.72
967,Right,No,No,3,90.706,10.668,10.707,1036.63,0.38247643,9.13
968,Right,Yes,No,3,92.884,12.127,10.496,671.814,0.7581633,8.04
969,Left,No,No,3,93.879,9.513,10.624,1151.08,0.31638616,8.05
970,Right,Yes,No,3,92.272,9.932,7.666,1027.44,0.07373687,8.78
971,Right,No,No,2,92.63,8.167,8.402,1521.15,0.5197024,8.39
972,Right,No,Yes,3,93.49,11.4,13.76,1000.23,0.49344843,9.83
973,Right,Yes,Yes,2,92.971,9.755,8.858,1354.66,0.23195616,10.28
974,Right,Yes,Yes,3,93.744,10.84,10.061,1213.31,0.58670316,9.54
975,Right,Yes,Yes,3,92.242,10.536,10.767,1391.19,0.54760119,8.64
976,Left,No,No,5,90.327,12.52,13.78,1239.82,0.57740007,7.51
977,Right,No,No,3,93.473,9.391,10.96,1480.85,0.36402041,8.7
978,Right,Yes,Yes,3,90.71,9.519,8.278,1355.13,0.88006171,6.44
979,Right,No,No,4,95.705,11.003,13.264,1398.02,0.18148479,9.82
980,Right,No,No,3,90.744,10.395,13.111,1824.8,0.06563867,8.7
981,Right,Yes,Yes,4,96.496,11.602,15.853,1532.34,0.90215659,10.62
982,Right,No,No,3,89.04,12.823,13.177,681.544,0.67662826,7.47
983,Left,No,No,5,92.487,12.955,15.227,1086.52,0.05132155,8.07
984,Right,Yes,No,5,92.684,12.478,14.304,1357.36,0.36459168,7.79
985,Right,Yes,No,2,93.87,9.623,9.71,1356.3,0.02284384,9.71
986,Right,No,No,5,90.007,10.505,12.119,1482.18,0.72490437,4.46
987,Left,No,No,4,97.984,10.438,12.595,1059.77,0.81357863,7.94
988,Right,No,No,4,96.772,8.204,11.333,1531.62,0.9984964,9.61
989,Right,No,No,5,91.58,10.958,11.38,1172.51,0.82857298,8.87
990,Left,No,No,6,92.012,11.839,13.14,1133.47,0.86629716,6.55
991,Right,No,Yes,3,94.127,10.756,12.684,1110.32,0.2939332,7.88
992,Right,No,No,3,91.131,11.774,13.247,1062.87,0.73523148,8.58
993,Left,No,No,3,93.542,9.81,10.365,1011.57,0.90380379,10.11
994,Right,No,No,5,91.68,10.874,12.069,1372.56,0.6196976,8.66
995,Right,Yes,Yes,3,93.482,10.932,14.79,1396.31,0.867855,8.49
996,Right,Yes,Yes,2,95.893,9.134,10.584,1184.63,0.94993326,9.22
997,Right,Yes,No,3,95.744,7.987,8.148,1262.82,0.21441911,9.06
998,Right,No,No,3,96.101,9.502,12.334,1431.88,0.39086856,9.67
999,Right,No,No,4,93.57,11.8,13.256,966.07,0.75920716,6.69
1000,Right,Yes,Yes,2,94.857,9.443,9.823,1268.4,0.91388331,7.73
1001,Right,No,Yes,2,97.235,9.161,13.473,1657.59,0.94839303,9.72
1002,Left,No,No,4,90.826,12.338,14.033,977.678,0.20113794,7.17
1003,Left,No,No,4,92.71,13.304,16.74,1043.03,0.93625199,8.17
1004,Right,No,No,4,91.896,10.923,12.292,1685.23,0.34964027,8.13
1005,Right,No,No,5,90.709,11.411,13.781,1235.29,0.6006276,7.4
1006,Right,No,No,6,92.305,13.698,18.356,1315.86,0.35172566,5.91
1007,Right,No,No,4,95.04,10.483,14.584,1418.83,0.63292518,9.68
1008,Right,No,No,2,92.9,9.292,9.114,1092.83,0.86667742,8.79
1009,Left,No,No,4,95.612,10.892,13.328,1424.32,0.87298134,8.43
1010,Right,Yes,No,3,96.993,9.766,11.913,1388.83,0.31620905,9.12
1011,Right,Yes,No,2,94.656,10.931,13.471,1347.48,0.12547652,10.85
1012,Right,No,No,5,90.651,10.901,10.416,1401.77,0.49458886,6.62
1013,Right,No,Yes,3,91.283,12.795,16.324,1269.57,0.08152258,8.36
1014,Left,No,No,3,93.437,10.484,13.945,1289.61,0.26672676,11.12
1015,Right,No,No,5,90.635,12.214,15.576,1329.63,0.05169339,7.65
1016,Right,No,No,4,95.772,10.72,11.975,1694.87,0.12801019,9.21
1017,Right,Yes,Yes,3,95.889,10.635,13.964,1137.12,0.17718756,9.74
1018,Right,No,No,4,97.351,11.809,15.882,1035.28,0.83971867,9.41
1019,Left,No,No,4,93.591,8.888,6.287,980.087,0.12041278,6.53
1020,Right,Yes,Yes,3,97.373,6.478,7.557,1611.56,0.90478979,10.38
1021,Right,Yes,No,2,91.743,9.903,11.883,1384.6,0.95789081,10.64
1022,Right,No,No,5,93.09,12.586,15.509,1264.73,0.24212337,8.73
1023,Left,No,No,5,91.103,13.071,14.502,834.338,0.54292246,7.24
1024,Right,No,Yes,3,93.831,10.939,11.383,1145.41,0.90262677,9.29
1025,Right,No,No,4,93.997,11.123,14.505,795.708,0.51556595,8.55
1026,Left,No,No,6,91.771,14.783,16.584,978.618,0.43156044,8.49
1027,Right,No,Yes,4,91.968,11.821,12.323,1189.55,0.0532475,8.11
1028,Right,No,No,3,95.337,9.373,11.204,1362.62,0.78131315,9.89
1029,Left,No,No,5,94.784,14.618,17.735,918.307,0.09860648,6.65
1030,Right,No,No,4,91.05,12.636,14.187,1273.26,0.59341345,5.77
1031,Right,Yes,No,4,92.859,10.961,11.68,1761.58,0.38394889,8.99
1032,Right,No,No,4,93.205,10.785,14.662,1331.81,0.66187236,8.4
1033,Right,No,No,2,95.096,7.227,6.857,1657.63,0.06822835,11.89
1034,Right,Yes,No,2,92.973,10.622,12.337,815.79,0.60477471,9.88
1035,Right,No,No,4,93.671,12.188,14.17,957.81,0.52460198,7.36
1036,Right,No,No,3,93.262,10.088,9.723,912.867,0.31862732,9.48
1037,Left,No,No,5,89.269,11.439,10.999,1026.42,0.62052672,6.67
1038,Left,No,No,3,91.709,11.739,13.838,1019.63,0.79060613,8.31
1039,Right,No,No,4,95.441,9.539,12.111,1232.39,0.43343914,8.38
1040,Right,Yes,No,4,89.493,13.157,13.062,1147.48,0.24371642,7.51
1041,Right,No,No,2,92.677,9.426,11.334,1023.76,0.91035814,8.29
1042,Right,No,No,4,96.101,8.741,9.476,1467.99,0.75258496,7.75
1043,Right,No,No,4,91.48,11.052,14.01,1633.24,0.29286229,6.78
1044,Right,Yes,No,3,93.045,10.456,9.14,991.227,0.60751056,8.46
1045,Right,Yes,No,3,94.583,10.575,11.405,1493.85,0.43765664,10.45
1046,Left,No,No,3,94.042,8.371,9.247,1551.73,0.4859386,9.97
1047,Left,No,No,5,90.949,11.428,10.383,1184.51,0.07891904,8.05
1048,Right,Yes,No,4,91.291,10.744,10.602,1546.63,0.11995103,7.47
1049,Right,Yes,Yes,3,92.594,13.092,16.439,770.049,0.6532164,9.43
1050,Right,No,No,4,91.12,12.304,14.506,831.2,0.37623725,6.88
1051,Right,No,No,2,90.34,8.91,7.228,1356.9,0.42131388,9.3
1052,Left,No,No,4,91.072,11.915,12.977,768.273,0.83375091,6.91
1053,Right,No,Yes,4,94.338,12.327,15.924,1350.16,0.14884887,8.21
1054,Right,No,No,3,92.926,10.849,11.332,1438.54,0.65223953,11.08
1055,Right,Yes,No,2,94.494,12.244,14.856,901.81,0.36656297,8.11
1056,Right,No,No,5,92.225,13.56,17.021,1179.87,0.75650532,6.67
1057,Right,No,No,3,90.822,11.346,13.361,1162.93,0.65369345,7.81
1058,Right,No,No,3,93.755,8.708,9.347,1304.63,0.17782314,8.42
1059,Right,Yes,No,3,93.664,12.21,15.454,949.803,0.2514995,8.67
1060,Right,No,No,4,92.864,10.05,8.767,1487.78,0.13602786,8.6
1061,Right,No,No,5,92.204,13.793,14.43,1129.46,0.64807084,9.72
1062,Right,No,No,3,93.682,11.178,13.184,1112.37,0.6497259,11.43
1063,Right,No,No,4,90.862,11.754,13.469,1396.49,0.75154411,7.99
1064,Right,Yes,No,3,95.957,9.536,12.728,1666.59,0.43526974,9.13
1065,Left,No,No,4,92.418,10.841,12.7,1279.77,0.82939109,8.8
1066,Right,No,No,5,92.029,13.899,17.617,1099.4,0.44163656,6.7
1067,Right,No,No,3,90.554,10.476,8.652,844.569,0.32419257,9.31
1068,Right,Yes,Yes,3,96.904,10.856,14.12,1352.97,0.27584814,10.06
1069,Right,No,No,5,94.951,11.505,15.948,1463.1,0.15934829,7.9
1070,Left,No,No,6,93.162,12.785,16.268,1094.93,0.3587719,7.48
1071,Right,Yes,Yes,2,93.773,10.29,11.51,1127.64,0.24457026,8.3
1072,Right,No,No,4,95.119,9.692,10.794,1551.19,0.70554167,8.84
1073,Left,No,No,4,92.817,11.705,13.343,998.714,0.52052125,8.56
1074,Right,No,No,5,91.311,12.474,13.282,885.603,0.4300494,8.82
1075,Left,No,No,4,94.209,12.253,13.916,1035.8,0.0034254,8.92
1076,Left,No,No,4,93.52,6.471,6.089,1391.28,0.08637678,9.17
1077,Left,No,No,3,93.35,10.014,8.54,1119.18,0.03505868,9.25
1078,Right,No,No,2,91.405,12.435,11.725,611.123,0.1089658,8.96
1079,Right,No,Yes,2,91.568,11.914,12.834,1241.46,0.57928753,6.81
1080,Left,No,No,4,93.307,11.671,15.035,1320.97,0.57025696,7.28
