Item_ID,Item_Weight,Low_Fat_Content,Item_Visibility,Drink,Max_Retail_Price,Store_Built,Large_Size_Store,Item_Sales,sim
805,12.9,Yes,0.054,No,9.26,1999,Yes,2388.8904,0.286
806,6.4,Yes,0.063,No,6.57,1987,Yes,262.3252,0.091
807,6.6,Yes,0.106,No,4.17,1997,No,1342.2528,0.096
808,17.7,Yes,0.012,No,4.83,2009,Yes,2220.443,0.047
809,7.6,No,0.142,No,8.6,1997,No,3749.7856,0.275
810,19.6,Yes,0.024,No,2.44,1997,No,236.359,0.115
811,11.4,No,0.006,No,8.56,1997,No,4923.591,0.852
812,17.1,Yes,0.039,No,8.25,1987,Yes,2320.9788,0.338
813,4.9,No,0,No,2.66,2004,No,808.947,0.671
814,12.8,No,0.024,No,11.16,2009,No,2475.4444,0.914
815,8.1,No,0.079,No,12.93,2009,No,3091.9752,0.688
816,20.6,No,0.046,No,8.9,2009,Yes,1605.9096,0.381
817,6.3,Yes,0.013,No,2,2009,Yes,78.5644,0.353
818,5.5,No,0.048,No,6.56,1987,Yes,3410.2276,0.266
819,14.5,No,0.128,No,5.1,1999,Yes,2050.664,0.856
820,15.7,Yes,0.161,No,2.88,2009,Yes,829.5868,0.177
821,20.7,No,0.114,No,4.75,1999,Yes,1229.0668,0.17
822,6.1,Yes,0.031,No,8,1997,No,2727.7826,0.599
823,5.7,Yes,0.085,No,8.25,1997,No,2330.3,0.899
824,6.8,Yes,0.067,No,9.32,2009,Yes,1304.968,0.27
825,6.1,Yes,0.031,No,8.02,2009,Yes,1765.0358,0.136
826,14.2,Yes,0.036,Yes,2.03,1997,No,446.7518,0.51
827,16.5,No,0.066,No,9.22,1987,Yes,3101.2964,0.505
828,13.3,No,0.071,No,3.05,2004,No,1898.8616,0.322
829,9.2,Yes,0.108,No,9.09,1999,Yes,6179.9556,0.409
830,9,Yes,0.086,No,8.43,2004,No,1342.2528,0.265
831,15.7,No,0.009,No,10.39,2004,No,3095.97,0.658
832,18.1,Yes,0.049,No,6.44,1999,Yes,2173.1712,0.809
833,15.7,No,0.031,No,12.66,1999,No,5285.1204,0.949
834,9.2,No,0.078,No,5.36,1987,Yes,2804.3496,0.233
835,20.2,Yes,0.066,No,3.07,2009,Yes,126.502,0.681
836,13.7,No,0.013,No,2.78,1997,No,1603.2464,0.187
837,15,No,0.078,No,11.94,1987,Yes,2133.2232,0.086
838,10.7,Yes,0.064,No,1.8,2009,Yes,372.848,0.193
839,14,No,0.136,No,2.74,2009,Yes,319.584,0.826
840,6.7,Yes,0.017,No,10.5,1997,No,4221.172,0.177
841,16.5,No,0.068,No,5.06,1997,No,1031.99,0.007
842,9.6,No,0.027,No,12.89,1997,No,1808.3128,0.221
843,6.6,No,0.035,No,7.79,1999,Yes,1099.9016,0.41
844,15.3,No,0.066,No,8.99,1987,Yes,2696.49,0.742
845,9.7,No,0.029,No,8.73,2004,No,1235.059,0.301
846,16,Yes,0.057,No,11.25,1997,No,4950.8888,0.551
847,18.9,Yes,0.168,No,9.7,1999,Yes,3110.6176,0.421
848,11.8,Yes,0.059,No,4.04,1999,Yes,1288.9888,0.648
849,7.3,Yes,0.094,No,4.52,2009,Yes,1733.0774,0.221
850,10.5,Yes,0.048,Yes,7.96,1999,Yes,1893.5352,0.012
851,13.5,No,0.125,No,13.22,1999,No,6574.775,0.994
852,6.9,Yes,0.014,Yes,6.45,2009,Yes,1679.1476,0.772
853,7.8,Yes,0.139,No,5.15,1987,Yes,2404.2038,0.086
854,17.7,No,0.017,No,2.35,2004,No,972.068,0.284
855,7.9,Yes,0.011,No,9.48,1997,No,1904.188,0.98
856,6.4,Yes,0.121,No,2.3,2004,No,419.454,0.536
857,17,No,0.016,No,11.47,1997,No,4809.7392,0.974
858,5.8,Yes,0.096,No,8.18,1997,No,1787.0072,0.018
859,18.2,Yes,0.05,No,7.37,2009,Yes,2375.5744,0.248
860,18.3,Yes,0.079,No,11.19,1987,Yes,4288.4178,0.744
861,12.6,Yes,0.049,No,3.02,1987,Yes,990.7104,0.945
862,8.6,No,0.072,No,9.77,1999,Yes,3511.4292,0.096
863,18.2,Yes,0.162,No,1.89,2009,Yes,549.285,0.83
864,8.8,Yes,0.11,No,2.1,1997,No,1537.998,0.44
865,5.9,No,0.029,No,9.39,2004,No,3755.112,0.085
866,18.9,Yes,0.055,No,6.58,2004,No,1581.9408,0.9
867,9.8,No,0,No,2.46,1987,Yes,657.8104,0.489
868,20.7,Yes,0.039,No,7.49,2009,Yes,2267.049,0.531
869,14.7,Yes,0.17,Yes,2.76,1987,Yes,718.3982,0.143
870,15.9,Yes,0.058,No,2.79,2009,Yes,491.3604,0.424
871,6.3,Yes,0.013,No,2.01,1997,No,628.5152,0.393
872,6.5,Yes,0.09,No,4.34,2004,No,1975.4286,0.578
873,6.7,Yes,0,No,9.59,1987,Yes,3861.64,0.983
874,17.1,Yes,0.033,No,7.54,1999,Yes,3131.9232,0.647
875,10.3,No,0,No,5.75,1987,Yes,4122.6336,0.152
876,19.7,Yes,0.078,No,8.96,1987,Yes,3056.022,0.891
877,10.7,No,0.011,No,3.68,1999,No,1478.076,0.196
878,17.7,Yes,0.051,No,6.37,2009,Yes,3306.3628,0.344
879,18.3,Yes,0.015,No,9.9,1999,Yes,793.6336,0.015
880,5.6,Yes,0,No,7.44,1999,Yes,1198.44,0.409
881,14.8,Yes,0.081,No,9.57,2009,Yes,3057.3536,0.141
882,18.3,No,0.183,No,5.58,1997,No,1537.998,0.786
883,16.1,No,0.064,No,8.97,2009,Yes,360.8636,0.701
884,16.8,Yes,0.061,No,8.52,2009,Yes,513.3318,0.175
885,17.7,No,0,No,9.22,1997,No,4257.1252,0.728
886,8.9,Yes,0.099,No,10.45,1999,Yes,7130.718,0.852
887,11.2,Yes,0.12,No,2.25,1987,Yes,498.0184,0.357
888,7.9,Yes,0.032,No,13.15,1987,Yes,5522.811,0.12
889,13.7,No,0.013,No,5.74,2004,No,3455.502,0.064
890,6.6,No,0.046,No,1.84,2009,Yes,75.9012,0.579
891,19.5,Yes,0.016,No,9.28,2004,No,918.804,0.078
892,6.5,Yes,0.034,No,7.41,1999,Yes,3399.5748,0.877
893,11.2,No,0.105,No,5.14,1987,Yes,1142.5128,0.232
894,6,Yes,0.096,No,6.29,1987,Yes,3560.6984,0.066
895,6.8,No,0,No,11.38,1999,No,3653.9104,0.305
896,9.2,No,0.047,No,2.54,2009,Yes,512.666,0.615
897,19.5,No,0.077,Yes,11.64,1987,Yes,5608.6992,0.169
898,6.6,Yes,0.106,No,4.2,2009,Yes,1426.1436,0.11
899,7.5,Yes,0.017,No,11.48,1997,No,6201.927,0.996
900,12.5,Yes,0.081,No,11,2004,No,1322.2788,0.357
901,17,Yes,0.052,No,6.19,2009,Yes,1231.73,0.082
902,12.5,No,0.11,No,4.14,2004,No,577.9144,0.271
903,18.7,No,0.092,No,9.21,2009,No,1277.0044,0.074
904,11,No,0.133,No,10.92,1997,No,2203.798,0.846
905,10.9,Yes,0.137,No,13.23,1987,Yes,5536.7928,0.371
906,17.2,No,0.012,No,8.27,1987,Yes,990.7104,0.229
907,11.6,No,0.079,No,3.96,2009,Yes,649.8208,0.665
908,5.8,Yes,0.091,No,7.99,2004,No,1294.3152,0.027
909,16.4,Yes,0,No,9.82,2009,Yes,1384.1982,0.661
910,14.7,Yes,0.021,Yes,7.09,2004,No,1869.5664,0.734
911,11.6,Yes,0,Yes,7.1,2004,No,992.7078,0.132
912,16.8,Yes,0.105,No,7.76,1987,Yes,2972.797,0.895
913,12.5,Yes,0.021,No,9.86,1987,Yes,2587.9646,0.091
914,12.4,Yes,0.164,No,5.88,1987,Yes,3910.9092,0.061
915,6.6,No,0.104,No,8.34,1987,Yes,5326.4,0.007
916,6.6,No,0.029,No,9.42,2009,No,4677.245,0.492
917,19.6,No,0.128,No,8.34,2004,No,1845.5976,0.969
918,7.2,Yes,0.058,No,5.74,1999,Yes,3340.3186,0.821
919,6.8,Yes,0.067,No,9.39,1999,Yes,1491.392,0.214
920,12.3,Yes,0.052,No,9.44,1987,Yes,3795.06,0.915
921,16.9,Yes,0.14,No,7.26,2009,Yes,2490.092,0.685
922,14.7,No,0.099,No,2.49,1999,No,563.9326,0.348
923,15.6,Yes,0.038,No,6.19,2004,No,3129.26,0.593
924,17.4,Yes,0.168,No,8.81,2009,Yes,1230.3984,0.108
925,16,Yes,0.09,No,7.07,1999,Yes,3261.7542,0.106
926,17,Yes,0.136,No,8.55,2009,Yes,1197.7742,0.853
927,5.7,No,0.068,No,12.83,1997,No,2055.9904,0.888
928,15.2,Yes,0.113,Yes,1.8,1997,No,1193.1136,0.865
929,9.1,Yes,0.174,No,6.33,1987,Yes,1761.7068,0.996
930,17,Yes,0.119,No,12.37,1987,Yes,2980.1208,0.828
931,20.7,Yes,0.049,No,1.87,1997,No,834.9132,0.383
932,15.6,No,0.105,No,8.66,2004,No,3779.0808,0.314
933,13,Yes,0.083,No,3,1999,Yes,1114.5492,0.012
934,18.9,No,0.068,No,5.95,1997,No,2396.88,0.078
935,15.7,Yes,0.037,Yes,9.12,2004,No,1999.3974,0.396
936,15.9,Yes,0.02,No,2.2,1997,No,468.7232,0.568
937,6.2,No,0.179,No,4.72,1997,No,1342.2528,0.152
938,16,No,0.018,No,2.42,2004,No,614.5334,0.288
939,13.5,No,0.125,No,13.07,1987,Yes,3418.883,0.878
940,10.1,Yes,0.032,No,2.53,1999,Yes,404.8064,0.409
941,12.8,No,0.024,No,11.18,2004,No,5626.01,0.446
942,6.2,Yes,0.02,No,13.04,1999,Yes,5956.9126,0.947
943,12.4,No,0.186,No,3.91,1999,Yes,1158.492,0.101
944,16.2,Yes,0.036,No,13.02,2009,Yes,2342.9502,0.885
945,7.1,No,0.056,No,11.24,1997,No,3131.9232,0.972
946,14.5,No,0.064,No,13.12,1997,No,4448.2098,0.676
947,11.5,Yes,0,No,6.42,1999,Yes,2841.6344,0.16
948,12.1,Yes,0.017,Yes,9.03,1999,Yes,2876.256,0.472
949,11.8,No,0.094,No,6.23,2009,No,1001.3632,0.733
950,7.1,Yes,0.085,No,5.37,2009,Yes,982.7208,0.54
951,18.8,Yes,0.01,No,10.35,1997,No,3125.931,0.862
952,16.2,Yes,0,No,5.03,1987,Yes,1398.18,0.68
953,8.3,No,0.116,No,8.8,2009,Yes,4427.57,0.388
954,13.5,Yes,0.021,No,9.03,1997,No,3078.6592,0.798
955,11.2,No,0.086,No,8.48,1997,No,1018.674,0.409
956,7.5,Yes,0.097,No,2.81,2009,Yes,687.1056,0.643
957,15.6,No,0.106,No,8.5,2009,No,2748.4224,0.582
958,16,Yes,0.041,No,7.06,2004,No,4516.7872,0.847
959,10.5,Yes,0.048,Yes,7.98,2009,Yes,3629.2758,0.846
960,17.1,Yes,0.033,No,7.44,2009,Yes,2087.9488,0.184
961,15.1,Yes,0.026,No,7.33,2004,No,2364.9216,0.138
962,10,Yes,0.026,No,13.24,2009,Yes,3171.8712,0.082
963,16.7,No,0.119,No,9.11,2004,No,724.3904,0.258
964,16.8,Yes,0.081,No,12.92,2004,No,4111.9808,0.508
965,12.5,Yes,0.007,No,2.15,1999,Yes,1022.6688,0.239
966,6.8,Yes,0.037,No,2.5,1997,No,194.4136,0.524
967,7.3,Yes,0.086,No,7.49,1987,Yes,2808.3444,0.438
968,15.9,Yes,0.021,No,2.13,1999,Yes,852.224,0.3
969,12.1,No,0.061,Yes,2.83,2004,No,828.921,0.365
970,7.6,No,0.145,No,8.74,1987,Yes,2942.836,0.876
971,12.2,Yes,0.062,No,1.73,1987,Yes,359.532,0.636
972,18.9,Yes,0.016,No,6.51,2004,No,2360.9268,0.739
973,12.2,Yes,0.015,No,10.56,1987,Yes,2735.1064,0.673
974,13.1,Yes,0.038,No,8.71,2004,No,3677.2134,0.888
975,7.9,No,0.061,No,2.93,1987,Yes,171.7764,0.974
976,16.8,Yes,0.03,No,1.95,1999,Yes,628.5152,0.448
977,16.4,Yes,0,No,9.91,2004,No,2946.165,0.642
978,8.2,Yes,0.011,Yes,7.48,2004,No,1789.6704,0.815
979,16.2,Yes,0.063,No,5.02,1999,Yes,1597.92,0.367
980,17.5,Yes,0.027,No,13.22,1997,No,3681.874,0.858
981,13.7,No,0.073,No,9.91,2004,No,1977.426,0.092
982,10.8,Yes,0.083,No,9.56,2004,No,4410.2592,0.176
983,7.5,No,0.152,No,10.59,1987,Yes,1496.0526,0.457
984,19.9,Yes,0.046,No,6.32,1997,No,1012.016,0.859
985,10.8,Yes,0.029,No,11.96,1999,Yes,6692.6216,0.696
986,15,Yes,0.045,No,7.01,1997,No,1404.838,0.861
987,15.6,Yes,0.117,No,3.9,1999,Yes,1148.505,0.973
988,10.6,Yes,0.011,No,2.07,2004,No,1468.089,0.486
989,15.1,No,0.1,No,7.17,2004,No,1733.7432,0.195
990,7,Yes,0.022,No,13.23,2009,Yes,5785.802,0.97
991,13.7,No,0.081,No,13.13,1997,No,4175.8976,0.158
992,18.9,Yes,0.04,No,12.34,1987,Yes,6615.3888,0.74
993,6.1,No,0.007,Yes,9.52,2004,No,569.259,0.652
994,9,No,0.069,No,9.83,2009,No,2759.0752,0.763
995,19.6,Yes,0.04,No,8.3,2004,No,2631.2416,0.944
996,9,Yes,0.093,No,2.64,1997,No,1037.3164,0.785
997,9.3,Yes,0.067,No,9.2,1999,Yes,3283.7256,0.331
998,17.7,No,0.042,No,8.12,2004,No,1468.089,0.588
999,7.3,Yes,0.071,Yes,5.6,1999,Yes,1138.518,0.067
1000,16.1,No,0.16,No,1.64,1987,Yes,339.558,0.754
1001,20.8,Yes,0.089,No,9.67,1987,Yes,6006.1818,0.535
1002,20.2,Yes,0.112,No,6.18,1997,No,2988.1104,0.139
1003,14.7,Yes,0.073,No,2.43,2009,Yes,874.8612,0.614
1004,20,No,0.06,No,8.43,2004,No,2874.9244,0.934
1005,11.2,No,0.106,No,5.22,2009,Yes,2181.1608,0.318
1006,16.2,Yes,0.044,No,2.17,1999,Yes,503.3448,0.037
1007,16.1,Yes,0.1,No,3.8,1999,Yes,1853.5872,0.235
1008,15,No,0.055,No,2.97,2009,Yes,644.4944,0.363
1009,12.8,Yes,0.07,No,13.15,1987,Yes,2885.5772,0.946
1010,6,Yes,0,No,6.26,2004,No,1017.3424,0.297
1011,19.4,No,0.021,No,6.02,2004,No,2530.7058,0.109
1012,16.6,Yes,0.016,No,5.49,2009,Yes,1617.894,0.288
1013,11.5,Yes,0.073,No,9.46,1999,Yes,1328.271,0.187
1014,11.6,Yes,0.018,No,8.9,1997,No,1244.3802,0.381
1015,12.3,Yes,0.022,No,9.67,1997,No,3078.6592,0.601
1016,16.1,Yes,0.024,Yes,9.63,1997,No,2866.269,0.371
1017,8.4,Yes,0.178,No,8.7,1999,Yes,2069.3064,0.043
1018,8.3,No,0.128,Yes,9.24,1997,No,4442.2176,0.605
1019,13.1,Yes,0.012,No,9.49,1987,Yes,3415.554,0.645
1020,10.8,Yes,0.058,Yes,3.74,1997,No,1025.332,0.653
1021,12.6,Yes,0.056,No,2.54,2004,No,473.3838,0.316
1022,12.2,Yes,0.03,No,5.75,1999,Yes,2912.875,0.26
1023,9.2,Yes,0.009,No,6.12,1999,Yes,1583.9382,0.147
1024,15.6,Yes,0,No,11.02,2009,Yes,661.1394,0.755
1025,15.4,Yes,0.014,No,3.14,1999,Yes,958.752,0.428
1026,11.4,Yes,0.01,No,2.52,1999,Yes,972.068,0.116
1027,17.1,Yes,0,No,5.6,1997,No,3002.0922,0.148
1028,18.9,No,0.068,No,5.95,2004,No,1198.44,0.816
1029,19.6,Yes,0.094,No,12.6,1997,No,4566.0564,0.193
1030,5.8,No,0.039,No,13.04,1997,No,6033.4796,0.437
1031,5.8,No,0.077,No,12.88,1987,Yes,1537.998,0.679
1032,9,Yes,0.086,No,8.4,2009,Yes,2181.1608,0.313
1033,7.9,No,0.061,No,2.96,2004,No,801.6232,0.725
1034,5.4,Yes,0.026,No,11.94,1999,Yes,3605.307,0.022
1035,16.7,Yes,0.07,No,5.49,1987,Yes,873.5296,0.892
1036,19.9,Yes,0.026,No,2.35,1987,Yes,575.2512,0.015
1037,15.1,Yes,0.059,No,11.9,1999,Yes,2133.2232,0.711
1038,20.5,Yes,0.036,No,6.06,2009,Yes,2181.1608,0.335
1039,16.8,No,0.025,Yes,2,2004,No,746.3618,0.168
1040,10.9,Yes,0.163,No,5.25,2009,Yes,1482.0708,0.308
1041,5.8,No,0.04,No,9.02,1987,Yes,719.064,0.109
1042,15.2,Yes,0.021,No,10.82,2004,No,6114.7072,0.815
1043,13.1,No,0.099,No,9.82,2004,No,2167.8448,0.698
1044,6.3,Yes,0.013,No,2.05,1987,Yes,942.7728,0.381
1045,17.9,Yes,0.044,No,6.25,1987,Yes,1897.53,0.178
1046,13.9,Yes,0.031,Yes,7.09,1987,Yes,2978.1234,0.268
1047,5.8,Yes,0.015,Yes,7.37,2009,Yes,2332.9632,0.952
1048,8.4,Yes,0.071,No,10.8,2004,No,2372.9112,0.713
1049,13.5,No,0.018,No,4.07,1987,Yes,1198.44,0.791
1050,5.4,No,0.054,No,9.89,2004,No,796.2968,0.456
1051,7.4,Yes,0.123,No,10.44,1997,No,3105.957,0.155
1052,18.4,Yes,0.089,No,9.6,2009,Yes,5369.0112,0.293
1053,11.7,No,0.059,No,8.68,1999,Yes,3448.844,0.857
1054,10.5,Yes,0.071,No,6.07,1999,Yes,1446.1176,0.513
1055,7.4,Yes,0.068,No,7.04,2009,Yes,1567.2932,0.136
1056,14,Yes,0.03,No,10.79,1997,No,1078.596,0.989
1057,10.1,Yes,0.024,No,5.88,2009,Yes,1514.695,0.071
1058,13.9,Yes,0.035,Yes,5.75,1999,Yes,4054.722,0.355
1059,18.8,Yes,0.052,No,5.24,1999,Yes,2343.616,0.586
1060,14,No,0.136,No,2.6,1987,Yes,852.224,0.581
1061,16.1,Yes,0.024,Yes,9.64,1999,Yes,5350.3688,0.574
1062,7.8,Yes,0.08,No,3.14,2009,Yes,1162.4868,0.661
1063,20.8,No,0.129,No,11.91,1997,No,5033.448,0.483
1064,11.2,Yes,0,No,3.25,1999,Yes,1120.5414,0.555
1065,12.1,Yes,0.03,Yes,7.22,1999,Yes,2612.5992,0.769
1066,10.7,Yes,0.024,No,2.7,1997,No,447.4176,0.965
1067,18.4,No,0.095,No,4.31,2009,No,1631.8758,0.102
1068,18.2,Yes,0.049,No,7.32,1999,Yes,3563.3616,0.892
1069,8.4,No,0.024,No,5.8,1999,Yes,1603.2464,0.148
1070,14.3,Yes,0.122,No,6.1,1987,Yes,2709.806,0.021
1071,14.2,Yes,0.035,No,12.27,2009,Yes,1705.7796,0.493
1072,5.7,Yes,0.057,No,8.82,1997,No,1764.37,0.442
1073,5.8,No,0.077,No,12.77,1997,No,4357.661,0.479
1074,10,Yes,0.089,No,7.35,2004,No,3207.8244,0.078
1075,17.6,No,0.041,No,1.91,2004,No,732.38,0.757
1076,10.1,Yes,0.027,No,3.88,1987,Yes,306.268,0.892
1077,17.6,No,0.039,No,4.86,1997,No,193.082,0.31
1078,8.6,Yes,0.022,No,2.67,2004,No,1209.7586,0.721
1079,19.5,Yes,0.128,No,7.8,1997,No,3878.285,0.324
1080,6.5,Yes,0,No,13.16,2009,Yes,2914.8724,0.385
1081,10.2,Yes,0.052,No,1.6,1987,Yes,373.5138,0.915
1082,13.7,No,0.013,No,5.74,2009,No,1612.5676,0.008
1083,18,Yes,0.019,No,6.34,1997,No,3083.9856,0.172
1084,16.2,Yes,0,Yes,3.67,1987,Yes,2087.9488,0.212
1085,13.2,Yes,0.037,No,8.99,1999,Yes,2535.3664,0.01
1086,20.6,Yes,0.045,No,7.42,1987,Yes,1789.6704,0.606
1087,11.4,No,0.07,No,11.73,1997,No,4687.232,0.078
1088,6.8,No,0.086,No,11.48,1987,Yes,3425.541,0.256
1089,8.8,No,0.077,No,5.54,1999,Yes,1657.842,0
1090,16.7,Yes,0.102,No,9.2,1997,No,3101.2964,0.042
1091,7.6,No,0.142,No,8.62,2004,No,2556.672,0.272
1092,12.6,No,0.032,No,8.53,1987,Yes,3779.0808,0.793
1093,6.7,No,0.124,No,4.5,1999,No,1505.3738,0.903
1094,10.7,Yes,0.064,No,1.84,2004,No,782.9808,0.91
1095,16.6,Yes,0.122,No,8.68,2004,No,1911.5118,0.153
1096,10,No,0.038,No,6.36,1997,No,642.497,0.735
1097,19.5,No,0.077,Yes,11.77,1999,No,6309.7866,0.679
1098,10.1,No,0.046,No,1.92,1999,No,633.8416,0.225
1099,8.6,Yes,0.091,No,5.63,2009,Yes,3091.9752,0.877
1100,19.7,Yes,0.042,No,5.46,1987,Yes,1637.868,0.369
1101,10.5,Yes,0.041,No,2.01,2004,No,849.5608,0.085
1102,13.1,Yes,0.012,No,9.57,2009,Yes,1328.271,0.811
1103,12.9,Yes,0.138,No,7.89,2009,Yes,2659.871,0.246
1104,6.8,Yes,0.067,No,9.23,2004,No,5406.296,0.149
1105,9.2,No,0.064,No,4.28,2004,No,930.1226,0.399
1106,7.9,Yes,0.064,Yes,11.46,1997,No,1826.9552,0.346
1107,19.2,Yes,0.1,No,5.64,1987,Yes,1779.0176,0.052
1108,7.4,Yes,0.015,No,4.64,2009,Yes,1185.7898,0.635
1109,21.1,Yes,0.029,No,7.31,1987,Yes,3034.0506,0.544
1110,7.3,No,0.021,No,4.45,1987,Yes,181.0976,0.609
1111,8.9,Yes,0.016,No,5.28,1987,Yes,210.3928,0.79
1112,18.6,Yes,0.016,No,7.65,2004,No,1662.5026,0.133
1113,9.1,No,0.008,No,3.94,1999,Yes,402.809,0.211
1114,8,Yes,0.015,No,4.12,1999,Yes,749.025,0.206
1115,6.9,Yes,0.057,No,10.7,1997,No,5556.7668,0.617
1116,16.7,No,0.055,No,3.28,2004,No,1022.6688,0.401
1117,8.8,No,0.075,No,9.38,1999,No,5257.1568,0.206
1118,9.7,Yes,0.07,Yes,8.88,2004,No,3033.3848,0.418
1119,7.8,No,0.083,No,1.76,1997,No,780.9834,0.808
1120,19.8,Yes,0.041,No,5.79,1987,Yes,2474.7786,0.101
1121,9.8,No,0.045,No,1.84,1999,Yes,564.5984,0.018
1122,7.4,Yes,0.02,No,12.4,1987,Yes,1245.046,0.527
1123,12.6,No,0.063,No,5.2,1999,Yes,825.592,0.477
1124,19.8,No,0.018,No,8.98,2009,Yes,2696.49,0.419
1125,10.9,No,0.01,No,6.15,1987,Yes,1231.73,0.685
1126,16.6,Yes,0.027,No,2.68,2009,Yes,939.4438,0.348
1127,10.7,Yes,0.049,No,8.21,1997,No,1808.9786,0.282
1128,20.3,No,0.023,No,12.09,1997,No,5768.4912,0.253
1129,20.5,Yes,0.119,No,5.3,2004,No,970.7364,0.793
1130,11.8,No,0.014,No,8.84,1987,Yes,3568.688,0.725
1131,15,Yes,0.046,No,6,1987,Yes,3533.4006,0.323
1132,13.2,Yes,0.037,No,9.04,1987,Yes,6157.3184,0.165
1133,15.5,No,0.101,No,9.95,2009,No,4729.8432,0.244
1134,14.4,No,0.091,No,11.59,1999,Yes,4633.968,0.3
1135,10.9,No,0.01,No,6.08,2004,No,1970.768,0.345
1136,12.2,Yes,0.145,No,11.2,1999,Yes,3375.606,0.001
1137,10.2,No,0.147,No,6.93,1997,No,2388.2246,0.962
1138,8.6,No,0.072,No,9.67,1987,Yes,780.3176,0.826
1139,9.1,Yes,0.116,No,4.77,2009,Yes,1713.7692,0.903
1140,16.6,Yes,0.028,No,8.94,1997,No,1605.9096,0.992
1141,19.5,Yes,0.014,No,2.86,2009,Yes,1381.535,0.371
1142,11.9,Yes,0.133,No,4.9,1999,Yes,1076.5986,0.425
1143,12.9,Yes,0.033,No,8.53,1987,Yes,2931.5174,0.056
1144,9,Yes,0.02,No,8.5,1999,Yes,4211.185,0.741
1145,5.7,Yes,0.085,No,8.29,2004,No,1830.95,0.696
1146,8.9,Yes,0.013,No,2.76,1997,No,939.4438,0.482
1147,15.2,Yes,0.034,No,5.41,2004,No,1856.2504,0.775
1148,15.5,Yes,0.104,No,7.18,1999,Yes,1431.47,0.259
1149,18.7,Yes,0.105,No,6.11,1999,Yes,490.0288,0.325
1150,9.5,Yes,0.042,Yes,1.59,2009,Yes,366.19,0.724
1151,8.7,Yes,0,No,2.33,1987,Yes,575.2512,0.412
1152,11.8,Yes,0.059,No,4.12,2004,No,1208.427,0.906
1153,19.1,Yes,0.067,No,1.98,1987,Yes,660.4736,0.06
1154,20.7,Yes,0.021,No,7.83,1999,Yes,3928.22,0.246
1155,10.2,Yes,0.113,Yes,5.7,2009,Yes,452.744,0.171
1156,10.8,Yes,0.061,Yes,7.6,1997,No,2580.6408,0.796
1157,19.8,Yes,0.014,No,5.04,2009,Yes,1537.998,0.506
1158,19.4,Yes,0.017,No,6.05,1999,Yes,1687.1372,0.636
1159,7.4,Yes,0.16,No,10.33,2009,Yes,3115.944,0.609
1160,18.8,Yes,0.034,No,10.76,1997,No,4701.8796,0.25
1161,20.1,Yes,0.075,No,5.52,1997,No,1768.3648,0.002
1162,16.9,No,0.08,No,5.59,2009,No,1677.816,0.467
1163,17,Yes,0.056,No,10.99,1999,Yes,1108.557,0.853
1164,14.3,Yes,0.131,No,3.84,2009,Yes,1312.9576,0.277
1165,17.6,No,0.041,No,1.75,1997,No,659.142,0.37
1166,20.3,Yes,0.036,No,10.92,2009,Yes,2409.5302,0.39
1167,5.8,Yes,0.015,Yes,7.26,1997,No,3062.0142,0.54
1168,13.7,No,0.081,No,13.14,1999,Yes,4958.8784,0.419
1169,19.7,Yes,0.039,Yes,6.37,2004,No,755.0172,0.14
1170,10.1,Yes,0.032,No,2.55,1987,Yes,354.2056,0.567
1171,17.9,Yes,0.146,No,4.71,1987,Yes,1607.2412,0.679
1172,20.7,Yes,0.027,No,3.73,1987,Yes,1053.2956,0.539
1173,8.9,Yes,0.005,No,4.99,1997,No,1922.8304,0.258
1174,14.5,Yes,0.064,No,7.67,2004,No,1677.1502,0.326
1175,13.4,Yes,0.018,No,3.88,2009,Yes,1518.024,0.076
1176,6.7,Yes,0.042,No,4.62,1997,No,2406.2012,0.86
1177,10.3,No,0.025,No,8.65,1987,Yes,2069.3064,0.761
1178,17.1,No,0.074,No,10.35,1987,Yes,4969.5312,0.283
1179,14.2,Yes,0.021,No,6.18,2009,Yes,1245.046,0.409
1180,8.5,Yes,0.098,No,2.57,2009,Yes,934.7832,0.452
1181,6.2,Yes,0.012,No,1.96,1987,Yes,521.9872,0.307
1182,17.5,Yes,0,No,12.65,2004,No,4578.0408,0.954
1183,9,No,0.009,No,5.17,1997,No,2579.975,0.17
1184,13.7,Yes,0.066,No,2.31,2009,Yes,459.402,0.824
1185,4.6,No,0.102,No,11.61,2004,No,5126.66,0.63
1186,12.3,No,0.106,No,8.64,1997,No,2616.594,0.817
1187,19.2,Yes,0.1,No,5.62,2004,No,1223.0746,0.899
1188,20.1,No,0.055,No,7.61,1999,Yes,755.683,0.155
1189,11.5,No,0.038,No,5.48,2009,No,1953.4572,0.547
1190,15.2,No,0.104,No,8.83,2009,No,2976.7918,0.154
1191,11.1,Yes,0.011,No,4.21,2004,No,755.0172,0.588
1192,19.2,Yes,0.041,No,6.56,2004,No,3635.268,0.185
1193,12.5,Yes,0.021,No,9.96,2004,No,4379.6324,0.903
1194,15.9,Yes,0.057,No,2.67,2004,No,600.5516,0.908
1195,20.8,Yes,0,Yes,7.65,2004,No,2428.8384,0.642
1196,10.8,Yes,0.052,Yes,12,1999,Yes,3813.7024,0.697
1197,8.8,Yes,0.05,No,6.42,1999,Yes,2556.672,0.178
1198,16.1,No,0.025,No,4.87,1999,No,1255.033,0.848
1199,7.1,Yes,0.11,No,8.65,2004,No,2769.728,0.474
